WellNumbersId|StateWellId|WellReportTrackingNumber|USGSSiteNumber|TCEQSourceId|GCDWellNumber|OwnerWellNumber|PreviousWellNumber|OtherWellNumber|PluggingReportTrackingNumber|CreatedDate|LastUpdateDate
736|8429|||||332|||||
737|8430|||G1880001T||331|||||
738|8431|||||329|||||
739|8437|||G1880001AA||341|||||
740|8447|||G1880001K||321|||||
741|8449|||G1880001BC||430|||||
742|8452|||G1880001I||319|||||
743|8453|||G1880001H||318|||||
744|8454|||G1880001G||317|||||
745|8455|||G1880001J||320|||||
746|8456|||G1880001L||322|||||
747|8467|||G1880001N||324|||||
748|8501|||||432|||||
749|8518|||G1880001BH||435A|||||
750|8519|||G1880001BD||431|||||
751|8523|||G1880001BH||435|||||
752|8543|||G1880001BQ||444|||||
753|8563|146642||G1880001DH||SR 104|||||
754|8564|146653||G1880001DI||SR-105|||||
755|8565|146665||G1880001DJ||SR 106|||||
756|8576|||G1880001BK||438|||||
757|8577|||G1880001BL||439|||||
758|8578|||G1880001BJ||437|||||
759|8579|||G1880001BM||440|||||
760|8580|||G1880001BI||436|||||
761|8581|||G1880001BN||441|||||
762|8583|||G1880001BP||443|||||
763|8594|146615||G1880001DE||SR 101|||||
764|8595|147828||G1880001DF||SR 102|||||2017-06-29
765|8596|146636||G1880001DG||SR 103|||||
766|8597||||GW-00410||UW-00008||||2019-12-02
767|8600|97821|||HA-2275||||||
768|8603|98098|||Ha-2276||||||
769|8629||||40215||||||
770|8652||||||||||
771|8659||||2776||||||
772|8724||||3056||||||
773|8740||||2956||||||
774|8877|377483|||||||||
775|9029|359409|||||||||
776|9083||||3492||||||
777|9232||||45663||||||
778|9240||||2869||||||
779|9277||||3884||||||
780|9409|||G0590001AH||7|||||2017-05-10
781|9410|||||8|||||2017-05-10
782|9411|90999||G0590001AI||54|||||
783|9412|||G0590001AU||44|||||2017-05-10
784|9413|||G0590001AW||46|||||2017-05-10
785|9414|||G0590001AZ||48|||||2017-05-10
786|9415|||G0590001BA||50|||||2017-05-12
787|9416|||G0590005A||1|||||2017-05-10
788|9458|||G0590001AQ||40|||||2017-05-10
789|9459|||G0590001AT||43|||||2017-05-10
790|9460|||G0590001BB||51|||||2017-05-10
791|9461|||G0590001BD||53|||||2017-05-10
792|9462|||G0590002A||1|||||2017-05-10
793|9463|||G0590002B||2|||||2017-05-10
794|9464|||G0590010A||1|||||2017-05-10
795|9496|||G0590001AS||42|||||2017-05-10
796|9497||||41107||||||
797|9522|||G0590001BC||52|||||2017-05-10
798|9528|156389|||||||||
799|9619|||||2|||||
800|9622|||||16|||||
801|9652|||G0350006A||1|||||2017-05-10
802|9653||||3229||||||
803|9654||||5513||||||
804|9661||||40||||||
805|9663||||3623||||||
806|9683||||3623||||||
807|9701|||G0590009A||1|||||2017-05-10
808|9702|||G0590009B||2|||||2017-05-10
809|9703|||G0590009C||3|||||2017-05-10
810|9758||||43022||||||
811|9761||||40437||||||
812|9789||||495||||||
813|9791||||741||||||
814|9806||||40287||||||
815|9811|||G1850009I||12|||||2017-05-10
816|9812||||955||||||
817|9835||||3475||||||
818|9848||||4262||||||
819|9868||||523||||||
820|9913||||6||||||
821|9924|||G0350001I||9|||||2017-05-10
822|9959|||G0350003B||2|||||2017-05-10
823|9962|||G0350003D|||||||2017-05-10
824|9990||||98||||||
825|10001||||118||||||
826|10007||||5363||||||
827|10013||||4720||||||
828|10016||||6247||||||
829|10021||||4465||||||
830|10030||||5450||||||
831|10072||||4982||||||
832|10095||||4838||||||
833|10096||||2905||||||
834|10097||||3410||||||
835|10108|146870|||5181|#1-08 Sec 3|||||
836|10111||||4114||||||
837|10118|||G0350001O||Northfield #2|||||2017-05-10
838|10121|70749||G0350001Q||MW 1-05|||||
839|10142||||3585||||||
840|10178|||G0350003C||3|||||2017-05-10
841|10179|212621|||5150||||||
842|10194|||G0350002C||2-R|||||2017-05-10
843|10211||||544||||||
844|10216||||3236||||||
845|10245||||3630||||||
846|10251||||4493||||||
847|10257||||3917||||||
848|10268||||permit 322||||||
849|10279||||398-A||||||
850|10289||||1405||||||
851|10294||||755||||||
852|10303||||40750||||||
853|10310||||3118||||||
854|10318||||40387||||||
855|10341||||1024||||||
856|10346||||2655||||||
857|10351||||50035||||||
858|10355||||40790||||||
859|10356||||40036||||||
860|10373||||5631||||||
861|10378||||4023||||||
862|10379||||4243||||||
863|10386||||5867||||||
864|10387||||5949||||||
865|10391||||4744||||||
866|10394|63160|||5060||||||
867|10407|295482|||8272||||||
868|10416|334006|||5379||||||
869|10420||||2014||||||
870|10457||||4330||||||
871|10475||||3831||||||
872|10522||||3604|264|||||2017-05-10
873|10590|||G0090013A|||||||2017-05-10
874|10716|14986||||15|||||2017-04-14
875|10717|43514||G0090001V||16|||||2017-04-14
876|10718|69221||G0090001W||17|||||2017-04-14
877|10865||340839102365703|G1520002CV||111 - League 206|||177945||2018-06-04
878|10958||341010102240801||56138|||B-5704 Site No. B-166.|||2019-02-28
879|10990||||40705||||||
880|10991|209025|||7805||||||
881|11003||||5147||||||
882|11005|209043|||||||||
883|11079||||917||||||
884|11104||||43017||||||
885|11159|20373||G1400005E||5|||||
886|11183||||43354||||||
887|11266||||5349||||||
888|11276||||80334||||||
889|11332||||47048||||||
890|11333|||||4|||||
891|11420|90843|||||||||
892|11439|83573|||||||||
893|11459|82809|||||||||
894|11467|83352|||||||||
895|11829||||1126||||||
896|12134||||45665||||||
897|12185||344454101511101||||||||
898|12186||344436101505701||||||||
899|12370||||46106||||||
900|12620||||47794||||||
901|12883||||40258||||||
902|12926||||45406||||||
903|12932||||45300||||||
904|13001||||41674||||||
905|13008||||41885||||||
906|13045||||46565||||||
907|13180|||G0230005A|||||||2017-05-10
908|13311||||45842||||||
909|13362||||45735||||||
910|13461||||47964||||||
911|13507|273882|||||||||
912|13849|55730||G0230001K|||||||2017-04-14
913|13850|55732||G0230001L|||||||2017-04-14
914|14369||||41021||||||
915|14453|102210||G2190002G||7|||||
916|14537||||47263||||||
917|14545|24479|||||||||
918|14888||||44169||||||
919|14904||||44140||||||
920|14922||||43940||||||
921|14933||||47703||||||
922|14979||||45974||||||
923|15029||||46703||||||
924|15035||||46763||||||
925|15086||||47012||||||
926|15114|53291|||1334||||||
927|15129|81276|||4883||||||
928|15142||||2482||||||
929|15346|24886||G0950002J||12|||||
930|15347|24887||G0950002K||13|||||
931|15348|177387|||1343||||||
932|15355||||44906||||||
933|15366||||44949||||||
934|15368||||44980||||||
935|15463|173266|||4834|2|||||
936|15475|11641|||||||||
937|15489|18193|||4806||||||
938|15490||||3549||||||
939|15647|||G0650015A|||||||2017-05-10
940|15704|101058|||DR-276-MW|1|||||2016-09-16
941|15759|19335|||DO-173||||||
942|15778|260901|||DO-282|IRR #1-11|||||
943|15789|114183|||DO-230|IW 1-07|||||
944|15816|242542||||3|||||2016-09-16
945|15851|79115|||DO-209|1|||||2016-09-19
946|15852|230600|||DR-348-MW||||||
947|15853|165656|||DR-312-SW|1|||||2016-09-19
948|15887||||DO-148||||||
949|15889|79134|||DO-210||||||
950|15890|142013|||DO-234|1|||||
951|15909|160834|||DO-183||||||
952|15986|176633|||DO-222||||||
953|16128|54479||||1|||||
954|16450|76884||||1|||||2016-09-19
955|16548|||||152-A|||||
956|16695||||DR-153-DW/S||||||
957|16697|121921|||DR-281-MW||||||
958|16715|101042|||DO-217|1|||||
959|16729|23216|||DR-220-DW||||||
960|16756|126318|||||||||
961|16775|156875|||DR-296-SW||||||
962|16787|||||27|||||
963|16788|||||28|||||
964|16789|||||21|||||
965|16790|||||18|||||
966|16791|||||12|||||
967|16844|224574|||DO-275|2|||||
968|17099|65328|||||||||
969|17307||||2011BB||||||
970|17418||||2011DD||||||
971|17442||||2011CC||||||
972|17469|||||1|||||
973|17522||||2011LK||||||
974|17529||||2011MX||||||
975|17584||||2011FF||||||
976|17585||||2011GG||||||
977|17602||||1912011N||||||
978|17603|252994||||6|||||2016-09-19
979|17604||||2011HH||||||
980|17674||||2011075B||||||
981|17675||||2011075A||||||
982|17834||||2011KK||||||
983|17857||||2011EE||||||
984|17958||343114100151901|||3|||||
985|18748|||G0510001G||9|||||2017-05-10
986|18784|368528||||1|||||2016-09-19
987|18940|||G2440001AU||24|||||2017-05-10
988|19290|||G2440001AR|||||||2017-05-10
989|19291|||G2440001AS|||||||2017-05-10
990|19292|||G2440001AV||25|||||2017-05-10
991|19388|||G2440001AT||23|||||2017-05-10
992|19479|||||3|||||
993|19693|46891|||||||||
994|20332|69316||G2430002AI||35|||||
995|20333|69319||G2430002AJ||36|||||
996|20334|69318||G2430002AK||37|||||
997|20335|69317||G2430002AL||38|||||
998|20498|||G0390003A||1|||||2017-05-10
999|20499|||G0390003B||2|||||2017-05-10
1000|20500|||G0390003C||3|||||2017-05-10
1001|20841|||G0190049B||2|||||2017-05-10
1002|20855|||G0190006A||1|||16244||2016-06-21
1003|20856|||G0190006B||2|||16409||2017-05-10
1004|21013|||||2|||||
1005|21366|||G0340066H||Standpipe Plant #4, well #6|||||2016-07-25
1006|21367|||G0340066I||Remote well #7|||||2017-05-03
1007|21387|30120||G0340066F||Remote well #5A|||||2017-04-14
1008|21388|30129||G0340066G||Remote well #5B|||||2017-04-14
1009|21389|30108||G0340066E||#4A at Booster Plant #3|||||2017-04-14
1010|21390|30105||G0340066D||#4 at Booster Plant #3|||||2017-04-14
1011|21406|||G0340069A|||||||2017-05-10
1012|21419|||G0340018A||Water plant well, well #1|||||2017-05-10
1013|21485|||G0320014A||Woodland Harbor #1|||||2017-05-10
1014|21630|131912||G0340066C||3A|||||
1015|21631|||G0340058A||1|||||2017-05-10
1016|21643|||G0340066J||Standpipe Plant #5, well #8|||||2017-05-03
1017|21646|||G0340051A|||||||2017-05-10
1018|21651|201382||G0340004F||6 or Hwy 59 well|||||
1019|21657|||G0340071A|||||||2017-05-10
1020|21660|||G0340026A||1|||||2017-05-10
1021|21663|||G0340019A||1|||||2017-05-10
1022|21664|||G0340019B||2|||||2017-05-10
1023|21665|||G0340019C||3|||||2017-05-10
1024|21673|||G0340068A||Bivins Deep well|||||2017-05-10
1025|21674|||G0340068C||Bivins Shallow well|||||2017-05-10
1026|21679|||G0340068B||2|||||2017-05-10
1027|21681|||G0340024A|||||||2017-05-10
1028|21966|||||5|||||
1029|21979|||G0600017B||2|||||2017-05-10
1030|22424|||G0800012A||Pine Valley System|||||2018-08-06
1031|22446|||G0320016A||1|||||2017-05-10
1032|22447|||G0320018A||1|||||2017-05-10
1033|22505|||G0320002Z||1|||||2017-06-15
1034|22506|||G0320022A||1|||||2017-05-10
1035|22532|||G0910086B||2|||||2017-05-10
1036|22607|40424||G0910052R||Tanglewood-on-Texoma #18|||||
1037|22608|40425||G0910052S||Tanglewood-on-Texoma #20|||||
1038|22645|16602||G0490013E||5 (new)|||||
1039|22662|||G0910022D||Plant 3 Well 4|||||
1040|22690|44653||G0910022F||Plant 5, well 6|||||
1041|22799|||G0740035D||4|||||
1042|22807|||G0740035C||3|||||
1043|22809|||G0740035E||5|||||2017-05-10
1044|22815|||G0740035B||2|||||
1045|22821|||G0490018C||3|||||2017-05-10
1046|22896|23378||||7|||||
1047|22907|||G0910001C||3|||||
1048|22908|||G0910001A||1|||||
1049|22909|||G0910001B||2|||||
1050|22911|||G0910001D||4|||||
1051|22922|71827||G0910011F||6|||||
1052|22923|||G0740006B|||||||
1053|22935|||G0740035A||1|||||
1054|22947|33477||G0740008B||2 - FM 1743|||||
1055|22963|67717||G0910007D||4|||||
1056|22978|34980||G0610005G||7|||||
1057|23002|108370||G0610226C||Light Ranch Estates well #3.|||23057||2017-05-10
1058|23004|224080||G0910055D||4|||||2016-09-20
1059|23015|||G0910055C||3|||||2016-06-24
1060|23016|||G0910064I||9|||||
1061|23019|75272||G0910009E||5|||||
1062|23036|356410||||14|||||
1063|23037|||G0910064K|||||||
1064|23038|||G0910064L|||||||
1065|23042|20488||G0430032C||4|||||
1066|23043|130776||G0430075A||1|||||
1067|23074|17958||||4|||||
1068|23084|156363||G0610001E||5|||||
1069|23087|131254||G0610036I||10|||||
1070|23094|||G0610036F||7|||41181||2017-05-10
1071|23112|||G0910081E||5|||||2017-05-10
1072|23118|45517||G0430050B||2|||||
1073|23119|202016||||#3, 13th green and fairway|||||
1074|23123|||G0430027C||2|||||2020-12-11
1075|23124|33898||G0430027E||5|||||
1076|23125|||G0430027D||4|||||2017-05-10
1077|23126|95109||G0430027F||6|||||
1078|23135|||G0430040A||1|||9154||2016-06-21
1079|23154|229789||G0430048D||4|||||
1080|23155|233897||G0740034C||3|||||
1081|23157|||G0430035A||1|||||2017-05-10
1082|23158|135910||G0430035C||3|||||
1083|23168|||||2|||||
1084|23175|||G0610055A||1|||||2017-05-10
1085|23179|||G0610055B||2|||||2017-05-10
1086|23183|||G0610171B||2|||||2017-05-10
1087|23185|||G0610022A|||||||2017-05-10
1088|23187|||G0610112A|||||||2017-05-10
1089|23189|||G0610112B||Hilltown Addition well #2|||38472||2016-06-21
1090|23190|||G0610112C|||||||2017-05-10
1091|23191|||G0610035A||East Side (North Well)|||54853||2017-05-10
1092|23194|||G0610068B||2|||||2017-05-10
1093|23195|||G0610068A||1|||||2017-05-10
1094|23198|||G0610068C||3|||||2017-05-10
1095|23202|233901||||1|||||2016-09-21
1096|23203|72331||G0610253B||2|||||
1097|23204|50036||G0610253A||1|||||2017-05-10
1098|23213|||G0610214A||Spanish Oaks|||||2017-05-10
1099|23216|9032||G0610160F||West Eldorado well|||106202||2019-08-05
1100|23217|42742||G0610032C||3|||||
1101|23218|||G0610070A||1 (408 Shady Oaks Ln)|||||2017-05-10
1102|23219|||G0610108A||1|||||2017-05-10
1103|23220|||G0610112D||Hilltown Addition Wellington Trace well #1|||||
1104|23221|118200||G0610112E||Hilltown Addition Wellington Trace #2|||||2017-05-10
1105|23222|||G0610208A||1|||||2017-05-10
1106|23224|||G0610035B||East Side (Main St)|||69884||2017-05-10
1107|23231|||G0610131A||1|||||2017-05-10
1108|23235|||G0610035D||East Side (Poland well)|||68859||2017-05-10
1109|23242|||G0610035C||East Side (Preston well)|||68856||2016-06-22
1110|23251|232038||G0610261A||2|||||2017-05-10
1111|23252|146670||G0610261B||4|||||2017-05-10
1112|23261|||G0430009F||5 - Tower 2|||||
1113|23272|||G0430005A||2|||10751||2016-06-21
1114|23287|201416||G0430026B||2|||||
1115|23294|||G0430073A||1|||||2017-05-10
1116|23295|||G0430073B||2|||||2017-05-10
1117|23298|||G0430048E||5|||||2017-05-10
1118|23301|||||1|||||
1119|23313|||G0610037B|||||||2017-05-10
1120|23319|202019||||1|||||2016-10-04
1121|23322|||G0610051A||#1 North|||||2017-05-10
1122|23323|||G0610051B||#2 South|||||2017-05-10
1123|23324|||||2|||||
1124|23325|||||1|||||
1125|23326|||||5|||||
1126|23327|||||6|||||
1127|23333|||G0610129A|||||||2017-05-10
1128|23335|||G0610081A||1|||||2017-05-10
1129|23346|170007||G0610081E||Trinity 3-R|||||
1130|23348|||G0430005D||Lebanon well|||26419||2016-06-21
1131|23349|||||1|||||
1132|23350|||||2|||||
1133|23508|21391||G1690005C||1A|||||2017-05-10
1134|23615|||G1690009D||4|||||2017-05-10
1135|23616|||G1690009E|1298|Well #4 (Chisolm)|||||2021-01-08
1136|23617|171488||G1690009F|2413|Well #5|||||2021-01-08
1137|23638|251665|||2728|WSW #1 - Fenoglio|||||
1138|23640||||592|Rent House|||||
1139|23700|||G1690009A|1295|Well #1|||||2021-01-08
1140|23701|||G1690009B|1296|Well #2|||||2021-01-08
1141|23702|||G1690009C|2834|Well #3|||||
1142|23716||||8890|House Well|||||2021-01-08
1143|23724||||4107|Camp Well|||||
1144|23731|313499|||||||||
1145|23732|329141|||||||||
1146|23736|||||Farm well|||||
1147|23737|108006||||Davis well|||||
1148|23738|109223||||River House|||||
1149|23752|||G0490039A||1|||||2017-05-10
1150|23759|||G0490017A||1|||||2017-05-10
1151|23760|||G0490046A||1|||||2017-05-10
1152|23764|||G0490040A||new #1|||4185||2016-06-21
1153|23766|42745||G0490040C||2|||||2017-05-10
1154|23773|||G1690014A|1015|well #2|||||2021-03-17
1155|23787|||G1690014B|1016|Well #1|||||2021-03-17
1156|23832|183275|||||||||
1157|23853|||||Barn well|||||
1158|23856|275191|||3970||||||
1159|23863||||2427||||||
1160|23867||||4108|House Well|||||
1161|23869|198608||||Talley Valley well|||||
1162|23870|244318||||HW 82 House|||||
1163|23873|||||Rent House well|||||
1164|23874|||||High Point Ranch well|||||
1165|23875|151918||||House well|||||
1166|23876|||G1690006A|632|Well #1|||||2021-01-08
1167|23877|||G1690006B|633|Well #2|||||2021-01-08
1168|23878|||G1690006C|634|Well #3|||||2021-01-08
1169|23879|||G1690006D|635|Well #4|||||2021-01-08
1170|23880|||G1690006E|636|well #5|||||2021-01-08
1171|23881|||G1690006F|637|Well #6|||||2021-01-08
1172|23883|30833||G1690006G|638|Well #7|||||2021-01-08
1173|23922|207442||G0490002H||8|||||
1174|23960|159130||G0490050A||1|||||
1175|23968|||G0490018G|||||||2017-05-10
1176|23969|||G0490041A||1|||||2017-05-10
1177|23973|||G0490018F|||||||2017-05-10
1178|23978|50022||G0490021B||2|||||
1179|23980|235241|||2608||||||2021-01-08
1180|23982||||3734|1|||||2021-01-12
1181|24000|113191|||||||||
1182|24001|163533|||||||||
1183|24002|168857|||||||||
1184|24029|283774|||4202|1|||||
1185|24036|160227|||3040|Jim Ned well|||||
1186|24037|198511|||||||||
1187|24048|||||House well|||||
1188|24049|215837||||Barn well|||||
1189|24054|192853|||1500|Old Johnson Place|||||2021-01-13
1190|24055||||3039|Mullins well|||||
1191|24056||||1495|Wallace well|||||2021-01-13
1192|24058||||1501|Starr Man well|||||2021-01-13
1193|24059|164072||||Corral well|||||
1194|24060||||1410|House Well||MW 205|||2021-01-13
1195|24063|||||HW 677 House|||||
1196|24069|32894||||House well|||||
1197|24074|||G1690003A|304|1|||||2021-01-13
1198|24080|78581||||Farm House well|||||
1199|24081|78577||||Log House well|||||
1200|24082|||||Hay Barn FM 922|||||
1201|24094|||G0490044A||1|||||2017-05-10
1202|24098|||G0490029A||1|||||2017-05-10
1203|24103|||G0490033A||North well|||||2017-05-10
1204|24104|||G0490018J||Back Forty S Well|||||2020-12-11
1205|24108|||G0490016B||2|||||2017-05-10
1206|24124|365514|||6433|Octogan House Well|||||2021-01-13
1207|24159||||2813|2|||||
1208|24161|195356|||||||||
1209|24174||||4344||||||
1210|24175||||2097|Pasture well|||||2021-01-13
1211|24176||||231|Red Brick House well|||||
1212|24177|211745|||228|New House well|||||
1213|24184|329039|||4062||||||
1214|24185||||2898|Greenhouse|||||
1215|24186||||2897|windmill|||||2021-01-15
1216|24187|108046|||232|Indian Ridge|||||
1217|24188||||4404|House Well|||||
1218|24192||||4405|Stock Well|||||
1219|24218|||G0490042A||1|||64275||2016-06-21
1220|24220|||G0490042C||3|||20727||2017-05-10
1221|24221|||G0490042D||4|||38960||2016-06-21
1222|24222|||G0490042E||5|||||2017-05-10
1223|24224|||G0490042G||7|||64278||2016-06-21
1224|24225|||G0490042H||8|||38959||2016-06-21
1225|24226|||G0490042I||9|||38961||2016-06-21
1226|24227|47193||G0490042J||11|||||
1227|24228|||G0490045A|||||||2017-05-10
1228|24233|||G0610006G||#7 (Lois Rd)|||||2017-05-10
1229|24276|||G2490004N|1075|Chico West 1|||||2021-01-15
1230|24277|||G2490004B|8863|MW 6|||||2021-01-15
1231|24289|||G2490004J|1076|H3-A|||||2021-01-15
1232|24290|16428||G2490004L||#1, (4-42 TCEQ)|||||
1233|24291|16430||G2490004M||#2 (5-42 TCEQ)|||||
1234|24298||||1325|SP1|||||2021-01-15
1235|24300|||G2490001B|3549|Well #2|||||
1236|24330|129406||G0610049U||Plainview #3|||||
1237|24333|1224||G0610049S||#9 or Teague well|||||
1238|24334|||G0610009A||1|||||2017-05-10
1239|24335|||G0610009B||2|||||2017-05-10
1240|24337|287734||G0610049V||REIIKRICH 2|||||2017-07-13
1241|24338|13761||G0610049T||Shiflett well|||||
1242|24357|||G0610049E||Canyon Lake-1 well #5|||13106||2016-06-22
1243|24359|21645||||Canyon Lake #2 well|||||2018-05-17
1244|24373|||G0610002H||12|||30908||2017-05-10
1245|24383|||G0610175B|||||||2017-05-10
1246|24385|||G0610175A|||||||2017-05-10
1247|24386|||G0610181A||1|||||2017-05-10
1248|24387|||G0610181B||2|||||2017-05-10
1249|24388|||G0610187A||1|||||2017-05-10
1250|24389|||G0610199A|||||||2017-05-10
1251|24390|||G0610199B|||||||2017-05-10
1252|24391|||G0610232A||1|||||2017-05-10
1253|24393|||G0610206A|||||||2017-05-10
1254|24394|||G0610215A|||||||2017-05-10
1255|24400|||G0610060A||1|||||2017-05-10
1256|24401|||G0610060B||2|||||2017-05-10
1257|24402|||G0610060C||3|||||2017-05-10
1258|24403|||G0610060D||4|||||2017-05-10
1259|24404|||G0610084A|||||||2017-05-10
1260|24405|||G0610119A||1 (Middle)|||||2017-05-10
1261|24406|||G0610119B||2 (North)|||||2017-05-10
1262|24407|||G0610119C||3 (South)|||||2017-05-10
1263|24460|||||3|||||
1264|24464||||1759|Rhine|||||2021-01-19
1265|24469||||3055|West Well|||||
1266|24470||||3056|East Well|||||
1267|24484|||||Chisolm Hills #2|||||
1268|24485|20226||G2490077A||Hawk Ridge well #1|||||2017-05-15
1269|24493|||G0610201A||Ponder Acres WS Well #1|||||2017-05-10
1270|24494|||G0610201B||Ponder acres WS Well #2|||||2017-05-10
1271|24495|||G0610209C||Cinnamon Ridge|||||2017-05-10
1272|24496|||G0610209D||Cinnamon Ridge (Drop M Est. well #2)|||||2017-05-03
1273|24498|||G0610230A||Hill Country Way Estates Well #1|||||2017-05-10
1274|24499|||G0610209A||1|||||2017-05-10
1275|24502|||G0610209B||2|||||2017-05-10
1276|24503|||G0610233A||1|||||2017-05-10
